"...1","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43"
"","","Population","Population","Population","Population","Répartition par âge en %","Répartition par âge en %","Répartition par âge en %","Mouvement de la population (en ‰)","Mouvement de la population (en ‰)","Mouvement de la population (en ‰)","Mouvement de la population (en ‰)","Ménage","Ménage","Surface","Surface","Surface","Surface","Surface","Surface","Surface","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Constructions et logements","Constructions et logements","Protection sociale","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)"
"","","2017","2010-2017","2017","2017","2017","2017","2017","2017","2017","2017","2017","2017","2017","2004/09","2004/09","1979/85-2004/09","2004/09","1979/85-2004/09","2004/09","2004/09","2016p","2016p","2016p","2016p","2016p","2016p","2016p","2016p","2018","2016","2017","2015","2015","2015","2015","2015","2015","2015","2015","2015","2015"
"Code commune","Commune","Habitants","Variation en %","Densité de la population par km²","Etrangers en %","0-19 ans","20-64 ans","65 ans ou plus","Taux brut de nuptialité","Taux brut de divortialité","Taux brut de natalité","Taux brut de mortalité","Ménages privés","Taille moyenne des ménages en personnes","Surface totale en km²","Surfaces d'habitat et d'infrastructure en %","Variation en ha","Surface agricole en %","Variation en ha","Surface boisée en %","Surface improductive en %","Emplois total","Secteur primaire","Secteur secondaire","Secteur tertiaire","Etablissements total","Secteur primaire","Secteur secondaire","Secteur tertiaire","Taux de logements vacants","Nouveaux logements construits pour 1000 habitants","Taux d'aide sociale","PLR 3)","PDC","PS","UDC","PEV/PCS","PVL","PBD","PST/Sol.","PES","Petits partis de droite"
"3111","Oberegg","1907","0.792811839","130.5270363","7.91819612","19.55951757","59.04562139","21.39486104","3.147128246","1.573564123","10.49042748","13.11303436","805","2.332919255","14.61","6.339468303","23","50.71574642","-19","42.53578732","0.408997955","745","106","371","268","193","53","49","91","1.708542714","1.043841336","0.31479538299999998","*","76.559139784899997","18.2795698925","*","*","*","*","*","*","*"
"3201","Häggenschwil","1332","12.21566976","146.8577729","7.957957958","25.37537538","60.81081081","13.81381381","3.028009084","0","12.86903861","2.271006813","483","2.716356108","9.12","9.180327869","17","75.08196721","-10","13.66120219","2.076502732","305","108","71","126","97","40","12","45","2.107279694","6.329113924","0.76335877900000004","12.441109753999999","32.978537777","7.4856046064999999","32.367824114500003","1.8670389112000001","3.8213226313000002","3.2978537776999999","*","3.3502006630999999","0.85499912759999996"
"3202","Muolen","1200","3.448275862","116.1665053","8.083333333","25.66666667","60.5","13.83333333","5.813953488","1.661129568","9.966777409","4.15282392","454","2.5969163","10.37","7.446808511","7","84.23597679","-10","7.350096712","0.967117988","426","136","108","182","121","53","28","40","0.197238659","1.659751037","X","12.038647342999999","33.062801932399999","6.2415458936999997","35.980676328500003","1.0628019324","2.6859903381999999","2.8599033816000001","*","2.4927536232","1.7391304348000001"
"3203","St. Gallen","75522","3.512931921","1917.775521","30.92741188","17.99872885","64.41699108","17.58428008","5.562803388","1.841023026","11.45672603","9.45676576","36838","2.000027146","39.33","40.79348932","154","28.99287894","-165","28.40793489","1.805696846","83369","197","11549","71623","7171","66","805","6300","2.32353214","1.919563663","4.5865847029999998","14.2778564538","12.2439094473","28.119368676000001","21.126777907800001","1.9264002627000001","6.5697925005000002","3.2374853765","*","9.1595345114000004","0.77088849209999999"
"3204","Wittenbach","9784","5.431034483","801.9672131","26.19582993","20.72771872","58.0744072","21.19787408","4.089352349","2.555845218","11.34795277","7.769769463","4221","2.29068941","12.2","20.56910569","36","56.82926829","-37","20.81300813","1.788617886","3611","101","1156","2354","482","39","106","337","2.669850228","9.531703274","3.0371203599999999","16.562287049399998","14.5309407145","16.659635915199999","34.257065905200001","2.2812084238999999","4.2087159685","4.2346756660000002","*","4.3450043806999998","0.78528085150000004"
"3211","Berg (SG)","823","-2.718676123","218.8829787","8.019441069","22.84325638","58.80923451","18.34750911","4.801920768","0","6.00240096","6.00240096","313","2.61341853","3.78","12.43386243","7","69.84126984","-2","16.93121693","0.793650794","160","65","12","83","60","20","6","34","1.617250674","0","X","11.460836136499999","16.962998558399999","11.2445939452","36.617011052400002","4.7333012974999997","5.1417587698","4.1566554541","*","3.8202787121999999","1.1773185968"
"3212","Eggersriet","2275","4.887044721","255.6179775","9.230769231","22.98901099","56","21.01098901","3.50262697","2.626970228","7.005253941","6.129597198","911","2.459934138","8.91","10.01124859","19","56.46794151","-15","33.07086614","0.449943757","398","79","43","276","145","35","21","89","1.66503428","1.768346596","0.26166593999999999","11.783374283400001","18.427518427500001","13.574938574900001","34.531122031099997","2.0884520885","4.6478296478000001","4.6887796888000004","*","7.4631449631000004","0.44021294020000001"
"3213","Goldach","9048","-0.187534473","1921.019108","24.92263484","18.88815208","59.1290893","21.98275862","4.198895028","1.546961326","6.408839779","9.613259669","4044","2.200049456","4.74","55.69620253","42","28.90295359","-42","12.86919831","2.53164557","4294","36","2016","2242","472","7","93","372","2.540313674","4.061470911","1.8228015909999999","15.4835619719","17.5156511922","16.1164517122","35.147617255699998","1.5189353768","3.6126030584","3.6878656220999999","*","4.0778625432000002","1.0057815333"
"3214","Mörschwil","3583","2.137970354","364.1260163","8.484510187","22.60675412","59.11247558","18.2807703","5.033557047","1.398210291","9.22818792","4.753914989","1395","2.532616487","9.86","19.95947315","52","57.44680851","-53","21.37791287","1.215805471","1211","100","373","738","274","37","46","191","0.337381916","3.089019938","0.36424768800000001","20.737786640100001","23.402016173700002","9.1558657361000009","31.051290572700001","1.3238063587","4.6083970311","2.1823418633","*","5.0182784977999999","0.51512130280000001"
"3215","Rorschach","9418","6.022740065","5291.011236","48.66213633","18.67700149","62.5610533","18.76194521","3.612025922","2.4434293","9.136300861","9.030064804","4593","2.006531679","1.77","92.65536723","4","6.214689266","-3","0.564971751","0.564971751","5449","X","1297","4151","795","X","128","666","2.754158965","5.752116345","4.4961734690000004","14.1116203829","15.3734160151","25.8452413049","29.096791587999999","1.0568886492","3.7422485845","1.8010245349","*","5.4785656511000003","1.1323806956"
"3216","Rorschacherberg","7177","3.683906385","1012.270804","28.07579769","17.52821513","62.29622405","20.17556082","5.186794701","1.121469125","9.532487559","7.710100231","3153","2.25182366","7.12","29.9719888","38","44.53781513","-36","25.21008403","0.280112045","2010","47","401","1562","291","16","54","221","5.339144647","1.10895481","1.6643159380000001","17.585028342800001","14.5465155052","15.6052017339","36.520506835600003","1.0503501167","4.3597865955000001","3.0926975659","*","4.1263754585000001","1.3087695899"
"3217","Steinach","3591","9.082624544","799.7772829","24.14369256","19.3817878","60.59593428","20.02227792","5.028635284","0.838105881","9.498533315","9.777901942","1605","2.209345794","4.5","31.48558758","40","61.19733925","-39","5.543237251","1.77383592","1842","74","1312","456","208","22","49","137","1.642129105","11.65103723","1.793721973","13.582089552199999","17.658582089599999","13.078358208999999","38.013059701499998","0.80223880599999997","5.1119402985000004","3.6940298506999998","*","5.2985074626999999","0.27052238810000001"
"3218","Tübach","1429","14.96379726","718.0904523","12.2463261","24.21273618","57.59272218","18.19454164","4.917456972","2.10748156","14.75237092","6.322444679","570","2.492982456","1.98","32.82051282","23","61.53846154","-23","5.641025641","0","806","28","354","424","120","11","29","80","0.803858521","18.69857891","X","13.602337045800001","21.161219645799999","10.7175461019","35.0556874201","2.5561438744","4.1993792222000002","4.5097681211999996","*","4.2358955632999997","0.71206865070000003"
"3219","Untereggen","1055","5.289421158","147.7591036","7.772511848","25.21327014","60.66350711","14.12322275","0.945626478","0.945626478","5.673758865","3.78250591","389","2.701799486","7.07","6.364922207","12","49.22206506","-11","42.29137199","2.121640736","269","52","83","134","91","25","21","45","2.309468822","3.827751196","X","8.6433504121000002","20.9177990644","11.606148362700001","37.647582980599999","2.1385609266999999","5.3018489641000004","3.5865448875000001","*","6.3934061038000003","1.9157941635"
"3231","Au (SG)","7622","8.994708995","1639.139785","35.50249278","19.62739438","62.31960115","18.05300446","6.33120095","2.374200356","10.94770164","6.858801029","3351","2.25455088","4.66","52.01698514","52","36.51804671","-52","4.458598726","7.006369427","4793","50","2103","2640","610","10","118","482","4.922001076","13.55380862","1.9493435880000001","15.035945546300001","16.591036557399999","11.4057003008","40.055065517800003","1.0860143782","5.2567174833000001","3.7373170856","*","4.7876408504999999","0.71381226740000003"
"3232","Balgach","4650","5.53790286","713.190184","22.70967742","19.59139785","63.50537634","16.90322581","3.460207613","0.865051903","9.948096886","6.704152249","2010","2.28358209","6.59","24.31192661","31","54.43425076","-32","20.33639144","0.917431193","3925","89","2451","1385","334","22","76","236","1.67844523","18.00800356","1.109177903","18.577884905099999","17.306417595700001","10.7020186803","36.294064477299997","1.3437782465000001","6.0018077734000004","2.2356131365","*","4.8508586924000001","0.76529075020000004"
"3233","Berneck","3956","7.150595883","703.9145907","19.7421638","21.25884732","60.13650152","18.60465116","5.308392316","2.780586451","10.11122346","7.330637007","1686","2.325622776","5.6","23.29749104","28","45.8781362","-26","29.74910394","1.075268817","2064","80","821","1163","308","29","72","207","1.88172043","3.556007112","1.0869565219999999","19.2413883776","15.625821719699999","10.3602419143","36.063633973199998","1.9852747830999999","5.7783328951000001","2.3731264791000002","*","5.0749408361999997","1.6565869051"
"3234","Diepoldsau","6502","11.48834019","577.9555556","23.79267918","22.60842818","62.81144263","14.58012919","6.328137058","2.315172095","9.415033184","4.939033802","2554","2.479639781","11.19","23.88193202","84","63.50626118","-86","4.382826476","8.228980322","3244","152","1499","1593","511","28","123","360","1.504836976","9.610839767","0.82094175999999996","17.343734170800001","20.828690102300001","6.1290649376999999","40.933036166500003","0.99787255600000002","4.8576638638","2.7656772363000002","*","3.6217201905","1.0383952994000001"
"3235","Rheineck","3485","4.812030075","1584.090909","33.68723099","17.84791966","61.46341463","20.68866571","4.901254144","2.306472539","9.514199222","8.360962952","1582","2.177623262","2.22","55.20361991","22","30.76923077","-18","6.334841629","7.692307692","1619","X","671","944","278","X","65","211","3.288409704","3.926306252","2.3754345309999998","15.1754292418","14.002346166200001","14.1409832569","40.833955422800003","1.1517542923999999","3.7538658420000002","2.7940705982999998","*","3.8285165830999999","2.3994881092"
"3236","St. Margrethen","5889","5.765086207","857.2052402","48.3953133","20.02037697","62.82900323","17.1506198","3.58056266","2.557544757","8.354646206","8.52514919","2495","2.323046092","6.85","36.73469388","21","25.36443149","-19","31.48688047","6.413994169","3218","52","1031","2135","464","11","102","351","3.898364079","0.172651934","1.8489984589999999","16.277202280600001","11.8204448727","13.3140608689","48.414036778300002","1.0921063198000001","1.7024010278999999","2.5455713483000002","*","2.3849674777000001","1.1402874809000001"
"3237","Thal","6480","3.086223354","671.5025907","22.74691358","20.87962963","61.15740741","17.96296296","3.727865797","1.863932898","8.07704256","9.630319975","2776","2.284582133","9.63","37.83783784","56","42.72349272","-49","11.85031185","7.588357588","4413","68","2316","2029","551","24","124","403","3.317683881","5.135387488","1.610381488","13.9477772766","15.942464792299999","11.5421239914","43.261664912500002","2.1099584022000002","3.7738685911999998","2.8968074975999998","*","3.4681501528999998","1.3180975291999999"
"3238","Widnau","9576","9.177972865","2269.194313","27.94486216","21.56432749","62.95948204","15.47619048","5.035141089","2.097975454","10.59477604","7.133116543","3949","2.403646493","4.22","67.4584323","77","26.60332542","-75","1.425178147","4.513064133","4823","16","1464","3343","677","5","148","524","1.889020071","6.431557509","1.6122233930000001","14.322212203199999","17.275323113900001","9.9451457770000005","43.530207394000001","0.93552750230000004","4.3770664261999999","2.8929966936999998","*","4.1516381123999997","0.78524195969999999"
"3251","Altstätten","11549","6.747388853","292.6761277","26.92007966","20.70309118","61.10485756","18.19205126","3.567233654","2.088136773","10.70170096","8.961586984","5008","2.26956869","39.56","13.58118361","101","60.77389985","-130","21.01669196","4.628224583","7239","336","2604","4299","976","116","178","682","2.512812035","7.131537243","1.9933554819999999","9.7317187028000003","22.755855781600001","9.3143312188999996","40.643106241600002","1.4636021638000001","6.5409012274","2.3560425075999998","*","4.4457258972","0.94735974960000002"
"3252","Eichberg","1521","5.993031359","279.5955882","13.87245233","23.40565417","63.18211703","13.4122288","5.886200131","0","12.4264225","3.924133421","601","2.510815308","5.5","10.78610603","19","44.60694698","-24","43.87568556","0.731261426","289","42","91","156","98","20","21","57","2.702702703","4.548408057","0.91086532200000003","11.595945713800001","13.708984710499999","5.7550249098000004","51.125236213699999","0.94485483589999997","4.792990895","4.3635114242000004","*","4.3291530665","1.5804844527999999"
"3253","Marbach (SG)","2055","2.035749752","469.1780822","16.30170316","22.87104623","61.89781022","15.23114355","5.301204819","2.409638554","6.746987952","8.192771084","839","2.429082241","4.41","20.04504505","28","72.07207207","-28","5.630630631","2.252252252","701","85","183","433","148","19","27","102","1.157894737","5.147402901","0.57279236300000003","13.166220491600001","18.362131905599998","7.3253833048999999","41.981017279100001","1.3628620102","7.4470674130000001","2.3119980531","*","5.4636164517000001","1.1438306157"
"3254","Oberriet (SG)","8839","6.314649988","255.4624277","17.20782894","22.77406946","62.00927707","15.21665347","5.66572238","1.359773371","9.858356941","7.138810198","3481","2.514507325","34.55","14.86095017","151","54.77983778","-170","26.41946698","3.939745075","4854","335","2566","1953","639","100","164","375","1.252876502","13.87773827","0.78311201900000005","9.0279450734999998","23.551553842400001","4.110455312","51.565887737899999","0.80101180439999997","4.0140929895999999","2.1410503492999999","*","2.1651409299000002","1.3219706094999999"
"3255","Rebstein","4501","4.820680019","1025.284738","31.52632748","19.97333926","61.56409687","18.46256387","4.23115466","2.449615856","7.348847567","7.348847567","1925","2.314285714","4.35","30.32407407","30","61.80555556","-27","6.944444444","0.925925926","1536","27","470","1039","257","12","52","193","2.070588235","4.258180188","2.7901785710000002","11.8797341166","15.643839851599999","10.921317050500001","44.156747565300002","1.3757922399","7.2499613541999999","2.6897511207","*","3.7486473952999999","0.68016695009999995"
"3256","Rüthi (SG)","2357","15.20039101","252.6259378","22.74077217","21.76495545","62.87653797","15.35850658","5.148005148","0.429000429","9.009009009","8.151008151","955","2.432460733","9.32","14.13276231","29","47.21627409","-24","33.19057816","5.460385439","1139","50","741","348","169","17","54","98","1.204819277","4.875886525","1.561822126","8.7037251944000005","31.913659046100001","5.4195195543999999","43.855170012800002","0.66148311479999999","3.6323546478000002","1.8335847743","*","2.5182778229","0.54543344549999995"
"3271","Buchs (SG)","12612","12.18644369","790.7210031","38.66159213","19.70345703","63.76466857","16.53187441","5.806785189","1.193175039","12.64765541","7.795410253","5409","2.306341283","15.94","26.77115987","51","37.17868339","-60","29.02821317","7.021943574","7819","95","1802","5922","988","26","151","811","1.870062873","6.927662317","1.811507462","15.8321194465","9.4288662297000005","18.748482641399999","33.843165816899997","4.0604515659000002","4.1150764749000004","5.0436999271999996","*","4.4974508375999998","2.3913571254999999"
"3272","Gams","3404","9.664948454","152.8513696","21.68037603","22.67920094","61.78025852","15.54054054","3.559246626","0.889811657","14.83019428","4.152454397","1327","2.541823662","22.28","9.63693411","98","57.41819812","-90","29.35903182","3.585835948","1159","178","463","518","247","71","53","123","1.388888889","5.764563107","0.59898173099999996","11.310216430100001","26.2431153518","7.1367620820999997","37.436971530500003","2.7538592817000001","5.3060274610000002","3.0408812350000001","*","4.2587851990000001","1.0472422619999999"
"3273","Grabs","6951","1.593101432","127.1912168","18.52970796","21.92490289","60.00575457","18.06934254","4.625948681","2.31297434","7.228044814","6.360679436","2898","2.380607315","54.68","5.303584492","76","49.23189466","-72","33.35771763","12.10680322","3362","218","1243","1901","421","85","76","260","1.600673968","7.071727522","1.2347472399999999","15.7521920588","10.261515488000001","15.438220316300001","33.954895278899997","6.3904736378999996","5.5978864341000003","4.4262357851000003","*","4.7823256882000003","1.5085959336999999"
"3274","Sennwald","5564","14.84004128","133.8787295","31.00287563","18.52983465","66.49892164","14.97124371","5.263635539","1.815046738","9.619747709","7.804700971","2398","2.301501251","41.55","10.12292119","92","48.32489757","-111","30.48927452","11.06290672","3803","193","2248","1362","402","73","85","244","2.239353891","15.98173516","0.60494958799999998","17.3625694873","10.2717726992","8.9190858555000005","44.082767140199998","4.5707226683000002","4.5151327979999998","4.0333539221999999","*","3.5083384805","1.3094502778999999"
"3275","Sevelen","5049","10.52977233","166.4688427","39.55238661","21.19231531","63.59675183","15.21093286","5.374203822","3.582802548","12.53980892","4.777070064","2131","2.346785547","30.3","7.7176781","44","49.53825858","-69","34.82849604","7.915567282","2458","122","1560","776","307","39","56","212","4.040800314","3.314001657","2.6605321059999998","15.9225512528","7.1526195899999996","16.864085041799999","40.850417615799998","4.6393318147000002","2.4297646166","5.2771450266000004","*","3.113135915","2.5360668185000002"
"3276","Wartau","5296","5.016855047","126.8502994","30.04154079","22.7907855","60.68731118","16.52190332","3.987467958","1.139276559","11.01300674","8.924333049","2208","2.387228261","41.75","6.80239521","45","45.77245509","-82","38.44311377","8.982035928","1902","198","835","869","332","47","63","222","1.117533719","2.676352514","1.661256445","21.340430679899999","7.4824582627999998","15.6484393903","38.271231550899998","1.8691023470000001","5.9460440358","3.8954754415999999","*","3.5143963223000001","0.59883861599999999"
"3291","Bad Ragaz","5923","10.73097775","233.1889764","28.33023806","17.55866959","61.40469357","21.03663684","6.103246588","2.373484784","8.476731372","8.307196745","2764","2.107814761","25.43","11.55660377","63","43.63207547","-66","33.80503145","11.00628931","3265","98","726","2441","479","20","67","392","1.503981127","30.31887088","1.208716377","16.370439663199999","14.301436196599999","11.632641831300001","37.572222527900003","0.83090298789999995","6.0694436802","6.4931491774000003","*","3.7803334617000002","1.1390524404"
"3292","Flums","4941","2.680798005","65.74850299","23.01153613","21.00789314","60.47358834","18.51851852","4.259634888","2.231237323","11.35902637","9.330628803","2006","2.428713858","75.18","4.099015172","46","51.33084908","-74","32.63241948","11.93771626","2496","256","963","1277","447","120","78","249","0.316122234","11.70671596","1.727993495","11.623156954100001","16.148592583100001","10.429565328400001","47.794727771700003","0.69572987809999998","4.0020425096999999","4.0850194676999996","*","2.2595263930999998","1.1106146678"
"3293","Mels","8610","3.015075377","61.8934656","16.60859466","22.57839721","60.22067364","17.20092915","4.879465582","1.045599768","11.6177752","8.945686901","3489","2.425050158","139.16","2.802730866","76","41.99065756","-225","29.5580309","25.64858067","3526","308","703","2515","605","102","109","394","0.850340136","3.828306265","1.5456130159999999","13.2436194896","25.444702242799998","8.9342614075999993","39.220417633399997","0.76720804330000003","4.5351894817999998","3.4122196441999999","*","2.1067285383000001","0.99303944320000004"
"3294","Pfäfers","1574","0.190961171","12.25284135","12.3252859","21.98221093","58.386277","19.63151207","1.907183725","1.271455817","10.80737444","10.17164654","658","2.373860182","128.41","1.090257768","17","27.51343353","-118","31.43057394","39.96573476","1246","124","93","1029","158","46","27","85","1.548886738","2.542911634","0.95419847300000005","11.5145070636","19.292116056499999","9.4333890323999992","42.321130183800001","0.59243506000000001","4.4964301989999997","5.4382500379999996","*","2.4001215250999999","1.1392981923000001"
"3295","Quarten","2877","4.923413567","46.57600777","16.92735488","18.45672576","61.4181439","20.12513034","3.826086957","1.739130435","8.347826087","7.304347826","1272","2.195754717","61.69","3.758302284","16","33.63032561","-80","46.05540256","16.55596954","1064","125","223","716","214","47","47","120","2.997275204","5.62192551","1.4966933520000001","11.356838575199999","17.810205746400001","8.4745762712000001","47.058823529400001","0.57101422999999996","4.0786730716999999","3.9155261488000002","*","4.033354482","0.90637179369999998"
"3296","Sargans","6118","14.78424015","646.7230444","25.61294541","19.51618176","63.1088591","17.37495914","5.582464494","1.149330925","10.50816846","6.403415155","2699","2.231937755","9.46","21.43611404","31","37.48680042","-19","34.53009504","6.546990496","3798","79","1142","2577","473","25","67","381","1.11695138","1.493528045","1.335972291","12.145593869700001","14.8659003831","20.292145593899999","31.7001915709","1.1685823755","10.1149425287","3.587164751","*","3.7021072796999999","0.41666666670000002"
"3297","Vilters-Wangs","4820","11.36783734","147.3105134","15.26970954","23.07053942","59.85477178","17.0746888","3.766478343","1.046243984","10.25319104","6.277463905","1961","2.427842937","32.72","5.99205136","44","44.78752675","-86","33.75114644","15.46927545","1651","100","457","1094","284","38","67","179","2.151009658","8.388900839","1.0341916419999999","16.8653061224","14.7156462585","11.934693877600001","39.172789115599997","0.94693877550000005","6.5578231293","4.4190476189999996","*","3.3469387755","0.53877551020000003"
"3298","Walenstadt","5598","5.922421949","122.4409449","19.14969632","21.0253662","59.52125759","19.45337621","6.077940651","1.072577762","8.938148016","9.295673936","2433","2.285655569","45.68","6.066579063","45","34.38458169","-41","40.60446781","18.94437144","2220","128","455","1637","358","47","66","245","0.829462508","10.86956522","1.3595706620000001","12.0642361977","18.353199341700002","13.181387462","39.399531195500003","1.1021894169999999","5.9548152211999996","3.7155254102000002","*","3.8003092115000001","0.71318138750000004"
"3311","Amden","1784","7.211538462","41.44981413","9.921524664","16.98430493","57.62331839","25.39237668","1.677383282","1.118255521","4.473022086","9.505171932","828","2.103864734","43.04","3.162055336","31","36.94489654","-110","47.82608696","12.06696117","493","124","49","320","166","52","17","97","2.418379686","17.48448957","0.33463469099999998","7.9093134098000002","19.515651165800001","5.8868993946000003","46.502640731699998","1.4427412083","4.0061831765999996","5.5262140925000001","*","4.6116192193999996","2.0224140151999999"
"3312","Benken (SG)","3015","17.26954492","182.7272727","11.04477612","24.04643449","62.45439469","13.49917081","5.732591469","3.709323891","14.16287304","4.72095768","1186","2.511804384","16.47","10.42047532","35","71.7245582","-39","11.76112127","6.093845216","1145","205","550","390","247","71","40","136","1.693667158","11.32075472","1.2345679009999999","10.050207756200001","25.796398891999999","5.5747922438000002","43.256578947400001","0.43282548479999999","3.1596260387999999","4.2157202215999998","*","4.1118421053","1.9130886427"
"3313","Kaltbrunn","4798","14.53807591","257.4034335","19.34139225","22.92621926","62.75531471","14.31846603","5.422880384","2.294295547","11.47147773","2.294295547","1932","2.440993789","18.56","9.125067096","38","54.42834138","-45","32.90391841","3.542673108","1704","142","748","814","344","59","81","204","0.655430712","6.474519632","1.502817783","9.7062023938999999","21.2187159956","8.0885019948999997","40.819731592300002","0.79071454480000003","2.6913311571","3.5110627494000002","*","6.5288356910000003","5.0417120058"
"3315","Schänis","3812","7.988668555","95.53884712","12.9590766","22.11437566","62.11962225","15.7660021","5.019815059","2.642007926","10.8322325","5.019815059","1527","2.476751801","39.88","4.714142427","35","49.92477432","-51","40.57171515","4.789368104","1403","242","451","710","322","90","60","172","1.284296556","4.784688995","1.250665248","9.7393297049999994","24.004583214","7.6124319679000001","40.468347178499997","0.64451446580000005","3.4016041249","4.5116012604","*","5.3351475221999998","1.9693497565"
"3316","Weesen","1646","7.09173715","304.8148148","13.24422843","19.80558931","58.01944107","22.17496962","3.657421518","1.219140506","9.143553795","14.62968607","743","2.172274563","5.42","12.40740741","9","34.07407407","-5","49.25925926","4.259259259","512","25","60","427","121","12","15","94","5.217391304","1.880877743","1.8348623850000001","13.748730105","13.1391804944","12.8344056891","32.204537758199997","1.2190992211","6.9251608534000004","7.7717575346999999","*","7.4500507958000002","1.5746698272999999"
"3338","Schmerikon","3724","6.157354618","897.3493976","25.13426423","19.57572503","60.66058002","19.76369495","7.236665773","2.144197266","5.896542482","8.308764406","1585","2.330599369","4.09","30.44554455","21","37.87128713","-19","21.03960396","10.64356436","1618","21","617","980","238","11","51","176","0.277777778","9.814612868","1.6586409849999999","18.433097011600001","14.663914565200001","12.384456609500001","34.461096652599998","1.1666517096","4.2717401059000002","4.1999461545000001","*","7.9691286009000004","0.91537287980000004"
"3339","Uznach","6336","8.493150685","840.3183024","27.38320707","23.10606061","60.05366162","16.84027778","2.997791101","1.735563269","11.04449353","7.888923951","2539","2.460417487","7.56","26.05263158","45","44.60526316","-46","23.28947368","6.052631579","3631","48","1025","2558","442","20","79","343","2.616690241","1.747418586","2.8706624610000002","13.169456648700001","18.9144096546","13.8423891886","34.130471052799997","0.79528391080000005","4.0431566653999997","4.4102107779999997","*","7.4856793281999998","1.7184806184000001"
"3340","Rapperswil-Jona","26989","2.964291164","1212.443845","18.10737708","19.01885954","60.38386009","20.59728037","5.152823859","1.890604437","10.08322367","6.85807492","12188","2.189530686","22.14","31.63816382","99","35.28352835","-114","29.5679568","3.510351035","16958","92","3539","13327","2083","43","239","1801","2.082107122","3.83255814","1.7394852009999999","15.9307015527","12.9203151449","15.9704081419","30.3379239723","1.3259910974","7.1147938391999999","3.7407786670999998","*","9.9214227497999996","0.68650602910000003"
"3341","Gommiswald","5071","3.027224705","150.9675499","12.26582528","21.29757444","60.32340761","18.37901795","3.555906756","2.173054129","8.889766891","7.309363888","2133","2.334739803","33.65","7.174754391","54","48.28818101","-46","42.6615064","1.875558202","1380","219","452","709","379","87","68","224","3.0859375","4.628697927","1.5238472199999999","11.5561624437","16.547817731199999","10.423304506099999","46.831537955800002","0.71309361250000003","3.4592626309000001","2.7562838213999998","*","3.8790269560000001","1.8965255651999999"
"3342","Eschenbach (SG)","9477","11.15411682","172.6543997","15.73282684","22.35939643","61.00031656","16.64028701","3.632090589","1.816045294","9.828009828","6.623224015","3747","2.493995196","54.92","8.374294557","103","55.52521391","-90","35.40870198","0.69178955","4027","400","1901","1726","682","157","145","380","0.643826167","12.16705031","1.146565711","10.226167696599999","18.827441262299999","7.5096458483999999","46.020891495999997","1.1167226074000001","3.8206970106","4.5704068509000004","*","5.1695473509000003","1.2265127513"
"3352","Ebnat-Kappel","5012","1.95280716","115.0861079","13.98643256","20.67039106","55.78611333","23.54349561","3.981684252","1.194505276","8.162452718","10.35237906","2171","2.251497006","43.51","5.531328896","33","47.78517328","-55","43.08010099","3.603396833","2191","185","1065","941","363","76","72","215","2.804428044","0.790982796","2.5625744930000001","14.1386378459","9.9925463523999998","13.4584924998","43.068107705199999","2.4690207769999999","3.5824093916000002","3.4659461474","*","5.5389918941999996","2.1615578123999999"
"3359","Wildhaus-Alt St. Johann","2662","0.339238598","30.41243002","11.87077385","21.41247183","54.50788881","24.07963937","4.128354288","0.750609871","8.256708576","10.13323325","1162","2.262478485","87.47","3.167886551","44","52.09286368","-38","27.25297347","17.4862763","1497","257","247","993","325","99","49","177","2.789490756","5.249343832","1.1623547059999999","17.465171593600001","18.280665987100001","7.1015970098999999","41.581719333999999","2.4464831804","2.9306829766","3.4148827727","*","3.3639143731000001","1.8518518519"
"3360","Nesslau","3599","-3.512064343","38.82416397","7.807724368","20.25562656","56.43234232","23.31203112","2.496532594","0.832177531","6.65742025","9.431345354","1541","2.279688514","92.63","3.107801878","57","52.77867703","-51","37.14254883","6.970972267","1869","388","342","1139","421","158","73","190","1.67844523","2.492384381","2.4093049020000001","15.4484251022","13.7292618418","9.1007453715000004","44.608078865099998","2.7350324597000002","3.7809569608000002","2.8853089685","*","4.7848040394","1.1060351046000001"
"3372","Hemberg","920","-2.335456476","45.56711243","6.956521739","25.54347826","58.47826087","15.97826087","2.181025082","0","10.90512541","5.452562705","355","2.535211268","20.22","4.255319149","12","60.26719446","-14","32.85502227","2.622464127","344","136","56","152","130","66","17","47","0","4.314994606","1.4223194750000001","14.7698648958","15.250744217999999","5.7934508816000001","42.019693153200002","2.2670025189","4.0989237462999997","5.3354705748000004","*","5.9308449737000002","3.8012365467999998"
